problem,optimizer,run_idx,fx_best,site
Chen,dogleg,1,27182.462071201237,ft3
Chen,dogleg,2,22389.94191728471,ft3
Chen,dogleg,3,25492.032518234995,ft3
Chen,dogleg,4,28362.32215351226,ft3
Chen,dogleg,5,27342.093284234863,ft3
Chen,dogleg,6,25147.351554309764,ft3
Chen,dogleg,7,29297.070905232595,ft3
Chen,dogleg,8,19082.719438666045,ft3
Chen,dogleg,9,27612.088193429045,ft3
Chen,dogleg,10,26936.804888229057,ft3
Chen,ipopt,1,6278.434042821157,ft3
Chen,ipopt,2,8219.793036501058,ft3
Chen,ipopt,3,7337.345969512306,ft3
Chen,ipopt,4,6429.541922841724,ft3
Chen,ipopt,5,6786.122336568477,ft3
Chen,ipopt,6,6557.128678542897,ft3
Chen,ipopt,7,1563.819115126685,ft3
Chen,ipopt,8,1527.9064725294681,ft3
Chen,ipopt,9,953.8568596921727,ft3
Chen,ipopt,10,3320.4438723345856,ft3
Chen,cmaes,1,31136.758305820054,ft3
Chen,cmaes,2,30367.488312130303,ft3
Chen,cmaes,3,30787.781125465423,ft3
Chen,cmaes,4,30391.43386542384,ft3
Chen,cmaes,5,31092.296230884505,ft3
Chen,cmaes,6,30257.44273571743,ft3
Chen,cmaes,7,30280.603790554112,ft3
Chen,cmaes,8,31168.083099025596,ft3
Chen,cmaes,9,29721.51476504068,ft3
Chen,cmaes,10,30026.223343482867,ft3
Chen,pyswarm,1,7940.78203505091,ft3
Chen,pyswarm,2,12843.05460628346,ft3
Chen,pyswarm,3,8520.526855887812,ft3
Chen,pyswarm,4,11875.074618775718,ft3
Chen,pyswarm,5,11974.094621156193,ft3
Chen,pyswarm,6,9225.2770877072,ft3
Chen,pyswarm,7,11061.875200959908,ft3
Chen,pyswarm,8,10447.334882086969,ft3
Chen,pyswarm,9,12358.764672529584,ft3
Chen,pyswarm,10,11865.570292354223,ft3
Chen,L-BFGS-B,1,22337.635582210118,ft3
Chen,L-BFGS-B,2,25592.908493689305,ft3
Chen,L-BFGS-B,3,22300.282790975773,ft3
Chen,L-BFGS-B,4,24570.431359922954,ft3
Chen,L-BFGS-B,5,22925.112237907873,ft3
Chen,L-BFGS-B,6,22483.315859335446,ft3
Chen,L-BFGS-B,7,22641.670554195603,ft3
Chen,L-BFGS-B,8,25474.466331318836,ft3
Chen,L-BFGS-B,9,24175.852597276615,ft3
Chen,L-BFGS-B,10,21580.707633114813,ft3
Chen,Nelder-Mead,1,28804.424756867178,ft3
Chen,Nelder-Mead,2,29274.058516850397,ft3
Chen,Nelder-Mead,3,29285.936961507174,ft3
Chen,Nelder-Mead,4,28868.127506442564,ft3
Chen,Nelder-Mead,5,29274.9185355464,ft3
Chen,Nelder-Mead,6,29194.634280783815,ft3
Chen,Nelder-Mead,7,28620.869048689045,ft3
Chen,Nelder-Mead,8,28854.75350390201,ft3
Chen,Nelder-Mead,9,28818.88326547911,ft3
Chen,Nelder-Mead,10,29289.665606647857,ft3
Chen,cg,1,24425.4539936685,ft3
Chen,cg,2,20569.17131927143,ft3
Chen,cg,3,21110.959685248363,ft3
Chen,cg,4,16182.899874583263,ft3
Chen,cg,5,12916.90098745134,ft3
Chen,cg,6,20175.81489025285,ft3
Chen,cg,7,19582.501463861678,ft3
Chen,cg,8,20754.06393470222,ft3
Chen,cg,9,14673.386954112746,ft3
Chen,cg,10,21817.289492989123,ft3
Chen,newton-cg,1,29291.51996981278,ft3
Chen,newton-cg,2,29271.284251860256,ft3
Chen,newton-cg,3,29292.059223306635,ft3
Chen,newton-cg,4,29273.973948335042,ft3
Chen,newton-cg,5,28834.93642265542,ft3
Chen,newton-cg,6,20960.911875629612,ft3
Chen,newton-cg,7,29302.34431672003,ft3
Chen,newton-cg,8,29300.396108543522,ft3
Chen,newton-cg,9,25922.396292235342,ft3
Chen,newton-cg,10,29291.885407921738,ft3
Chen,nlopt_11,1,13593.900997320667,ft3
Chen,nlopt_11,2,20417.101755011834,ft3
Chen,nlopt_11,3,13427.557390476415,ft3
Chen,nlopt_11,4,9709.397981649998,ft3
Chen,nlopt_11,5,1012.5048781251356,ft3
Chen,nlopt_11,6,6539.61782748773,ft3
Chen,nlopt_11,7,8619.959032218507,ft3
Chen,nlopt_11,8,20373.796382950673,ft3
Chen,nlopt_11,9,13152.419564517915,ft3
Chen,nlopt_11,10,15534.630933078994,ft3
Chen,nlopt_12,1,31132.185867240823,ft3
Chen,nlopt_12,2,23740.76692003945,ft3
Chen,nlopt_12,3,29300.69614129862,ft3
Chen,nlopt_12,4,30236.218017110397,ft3
Chen,nlopt_12,5,29267.869913325463,ft3
Chen,nlopt_12,6,30579.280118167655,ft3
Chen,nlopt_12,7,30328.64339180952,ft3
Chen,nlopt_12,8,31135.415650826733,ft3
Chen,nlopt_12,9,31077.321275150854,ft3
Chen,nlopt_12,10,30328.220954646986,ft3
Chen,nlopt_13,1,12880.340811632861,ft3
Chen,nlopt_13,2,9790.671420321842,ft3
Chen,nlopt_13,3,12002.356141829157,ft3
Chen,nlopt_13,4,20360.715994456088,ft3
Chen,nlopt_13,5,7692.105505267912,ft3
Chen,nlopt_13,6,20185.974143748284,ft3
Chen,nlopt_13,7,16470.287582709858,ft3
Chen,nlopt_13,8,12600.048187536127,ft3
Chen,nlopt_13,9,13834.803866925482,ft3
Chen,nlopt_13,10,13262.526287438044,ft3
Chen,nlopt_14,1,12148.200166510896,ft3
Chen,nlopt_14,2,9849.091764100363,ft3
Chen,nlopt_14,3,20575.261397117767,ft3
Chen,nlopt_14,4,16205.537161594193,ft3
Chen,nlopt_14,5,20829.290737646414,ft3
Chen,nlopt_14,6,14372.0953877033,ft3
Chen,nlopt_14,7,20877.904763155882,ft3
Chen,nlopt_14,8,20370.075365388853,ft3
Chen,nlopt_14,9,12876.688912414987,ft3
Chen,nlopt_14,10,15650.710519465458,ft3
Chen,nlopt_15,1,23244.860984957195,ft3
Chen,nlopt_15,2,23074.44998243404,ft3
Chen,nlopt_15,3,15055.567211592914,ft3
Chen,nlopt_15,4,14814.072443080051,ft3
Chen,nlopt_15,5,14759.080717782448,ft3
Chen,nlopt_15,6,14250.00584721901,ft3
Chen,nlopt_15,7,15841.71833272612,ft3
Chen,nlopt_15,8,16542.511487295247,ft3
Chen,nlopt_15,9,21570.619904929776,ft3
Chen,nlopt_15,10,14259.563525754906,ft3
Chen,nlopt_16,1,24472.177996169463,ft3
Chen,nlopt_16,2,22622.85413385823,ft3
Chen,nlopt_16,3,28905.043779864678,ft3
Chen,nlopt_16,4,25828.631588501998,ft3
Chen,nlopt_16,5,26683.737617672254,ft3
Chen,nlopt_16,6,24233.758014093426,ft3
Chen,nlopt_16,7,24347.92101528061,ft3
Chen,nlopt_16,8,26167.904334921077,ft3
Chen,nlopt_16,9,15228.779479570137,ft3
Chen,nlopt_16,10,28461.791985820528,ft3
Chen,nlopt_18,1,27030.635363038225,ft3
Chen,nlopt_18,2,27190.592057929603,ft3
Chen,nlopt_18,3,16217.711558314315,ft3
Chen,nlopt_18,4,26526.32186366649,ft3
Chen,nlopt_18,5,13487.5017527851,ft3
Chen,nlopt_18,6,29208.994576375837,ft3
Chen,nlopt_18,7,24527.078710779075,ft3
Chen,nlopt_18,8,25991.87543404864,ft3
Chen,nlopt_18,9,26652.55424549476,ft3
Chen,nlopt_18,10,25967.387929879987,ft3
Chen,nlopt_21,1,1573.3578163846262,ft3
Chen,nlopt_21,2,7794.8658678074,ft3
Chen,nlopt_21,3,12886.306720964894,ft3
Chen,nlopt_21,4,19429.996444755125,ft3
Chen,nlopt_21,5,10665.150061644263,ft3
Chen,nlopt_21,6,13275.494790163371,ft3
Chen,nlopt_21,7,14746.415450892282,ft3
Chen,nlopt_21,8,21363.398949425497,ft3
Chen,nlopt_21,9,24587.653258169263,ft3
Chen,nlopt_21,10,12069.308399316424,ft3
Chen,nlopt_23,1,23333.252455720813,ft3
Chen,nlopt_23,2,24123.42928739376,ft3
Chen,nlopt_23,3,29775.962600694074,ft3
Chen,nlopt_23,4,29267.523910271688,ft3
Chen,nlopt_23,5,29267.523910271688,ft3
Chen,nlopt_23,6,23818.970681754963,ft3
Chen,nlopt_23,7,21888.75804927109,ft3
Chen,nlopt_23,8,30030.192189072015,ft3
Chen,nlopt_23,9,23715.82571083743,ft3
Chen,nlopt_23,10,29896.895999769902,ft3
Chen,nlopt_26,1,29298.677646472534,ft3
Chen,nlopt_26,2,29291.520237005563,ft3
Chen,nlopt_26,3,24553.546293821368,ft3
Chen,nlopt_26,4,16131.465687481203,ft3
Chen,nlopt_26,5,25789.49011680394,ft3
Chen,nlopt_26,6,28372.527867459543,ft3
Chen,nlopt_26,7,29282.62330285188,ft3
Chen,nlopt_26,8,29272.574779382292,ft3
Chen,nlopt_26,9,28032.374440180374,ft3
Chen,nlopt_26,10,29299.311442321596,ft3
Chen,nlopt_28,1,27031.55649663272,ft3
Chen,nlopt_28,2,27516.120274974975,ft3
Chen,nlopt_28,3,25378.826471512988,ft3
Chen,nlopt_28,4,27588.013384921825,ft3
Chen,nlopt_28,5,28973.370047183016,ft3
Chen,nlopt_28,6,29278.75606051784,ft3
Chen,nlopt_28,7,20750.494455995246,ft3
Chen,nlopt_28,8,29101.82957460202,ft3
Chen,nlopt_28,9,27322.711957489446,ft3
Chen,nlopt_28,10,27336.46111899174,ft3
Chen,nlopt_29,1,12154.553334368215,ft3
Chen,nlopt_29,2,23372.282727256184,ft3
Chen,nlopt_29,3,19058.102654322665,ft3
Chen,nlopt_29,4,28295.500244422,ft3
Chen,nlopt_29,5,14202.992017962857,ft3
Chen,nlopt_29,6,28788.75960751749,ft3
Chen,nlopt_29,7,26782.22557089285,ft3
Chen,nlopt_29,8,22712.582458995777,ft3
Chen,nlopt_29,9,28220.770748797506,ft3
Chen,nlopt_29,10,8637.089985346041,ft3
Chen,nlopt_34,1,29333.285047401012,ft3
Chen,nlopt_34,2,30375.479765786535,ft3
Chen,nlopt_34,3,29846.225432714393,ft3
Chen,nlopt_34,4,29869.18836899539,ft3
Chen,nlopt_34,5,29290.314104114797,ft3
Chen,nlopt_34,6,31123.49845036911,ft3
Chen,nlopt_34,7,29387.230914528398,ft3
Chen,nlopt_34,8,25796.659085107392,ft3
Chen,nlopt_34,9,29999.046775343348,ft3
Chen,nlopt_34,10,29383.928838591248,ft3
Chen,nlopt_36,1,7531.36221036989,ft3
Chen,nlopt_36,2,11517.65462903949,ft3
Chen,nlopt_36,3,20401.539470106214,ft3
Chen,nlopt_36,4,13726.898115818352,ft3
Chen,nlopt_36,5,13789.620533083904,ft3
Chen,nlopt_36,6,11308.80753779591,ft3
Chen,nlopt_36,7,12276.78675656805,ft3
Chen,nlopt_36,8,15221.777478693422,ft3
Chen,nlopt_36,9,9693.564148636004,ft3
Chen,nlopt_36,10,9901.5656168173,ft3
Chen,nlopt_37,1,13013.228014984492,ft3
Chen,nlopt_37,2,7738.375944690734,ft3
Chen,nlopt_37,3,11665.32471832326,ft3
Chen,nlopt_37,4,14610.265206173046,ft3
Chen,nlopt_37,5,9935.228605206454,ft3
Chen,nlopt_37,6,20573.44075047739,ft3
Chen,nlopt_37,7,11969.21342142412,ft3
Chen,nlopt_37,8,9723.664967044933,ft3
Chen,nlopt_37,9,9516.219663814218,ft3
Chen,nlopt_37,10,14101.9786534627,ft3
Chen,nlopt_39,1,28245.893311021486,ft3
Chen,nlopt_39,2,28300.19333667718,ft3
Chen,nlopt_39,3,29267.523910271688,ft3
Chen,nlopt_39,4,29272.240817403283,ft3
Chen,nlopt_39,5,29267.523910271688,ft3
Chen,nlopt_39,6,29889.56044139437,ft3
Chen,nlopt_39,7,23343.776868852307,ft3
Chen,nlopt_39,8,29289.66820381449,ft3
Chen,nlopt_39,9,28722.010651739118,ft3
Chen,nlopt_39,10,16005.256546529728,ft3
Chen,tnc,1,15306.558559674259,ft3
Chen,tnc,2,14025.621732222366,ft3
Chen,tnc,3,24562.55191708735,ft3
Chen,tnc,4,14142.365497200775,ft3
Chen,tnc,5,24472.08946871761,ft3
Chen,tnc,6,20660.3733234382,ft3
Chen,tnc,7,20891.168063175664,ft3
Chen,tnc,8,21193.201556618777,ft3
Chen,tnc,9,23409.72415457765,ft3
Chen,tnc,10,24194.93421932117,ft3
Chen,trust-krylov,1,16877.384563516538,ft3
Chen,trust-krylov,2,29266.966921336872,ft3
Chen,trust-krylov,3,29282.592181713466,ft3
Chen,trust-krylov,4,27746.52390007911,ft3
Chen,trust-krylov,5,28642.09151346588,ft3
Chen,trust-krylov,6,28417.388000907627,ft3
Chen,trust-krylov,7,27902.113656179,ft3
Chen,trust-krylov,8,26251.861925440426,ft3
Chen,trust-krylov,9,28267.36405570437,ft3
Chen,trust-krylov,10,28862.094045417143,ft3
Chen,trust-ncg,1,23589.46105605152,ft3
Chen,trust-ncg,2,27067.33749170229,ft3
Chen,trust-ncg,3,26724.22319057865,ft3
Chen,trust-ncg,4,27831.666419221077,ft3
Chen,trust-ncg,5,28971.786522999053,ft3
Chen,trust-ncg,6,29038.41924097849,ft3
Chen,trust-ncg,7,29103.28667691418,ft3
Chen,trust-ncg,8,27869.89927796267,ft3
Chen,trust-ncg,9,28830.924382046815,ft3
Chen,trust-ncg,10,27800.557862729947,ft3
Crauste,SLSQP,1,190.96593327481713,ft3
Crauste,SLSQP,2,190.97774761229286,ft3
Crauste,SLSQP,3,190.97652667968694,ft3
Crauste,SLSQP,4,190.97822474385725,ft3
Crauste,SLSQP,5,190.97818216677607,ft3
Crauste,SLSQP,6,190.9728785827406,ft3
Crauste,SLSQP,7,190.97278072029394,ft3
Crauste,SLSQP,8,190.9703501308159,ft3
Crauste,SLSQP,9,190.97806367406304,ft3
Crauste,SLSQP,10,190.98423597409865,ft3
Crauste,COBYLA,1,200.17100705867566,ft3
Crauste,COBYLA,2,234.18853167004397,ft3
Crauste,COBYLA,3,218.9779377659895,ft3
Crauste,COBYLA,4,252.24611580396072,ft3
Crauste,COBYLA,5,249.10386658157185,ft3
Crauste,COBYLA,6,216.6571769119359,ft3
Crauste,COBYLA,7,226.35430332189895,ft3
Crauste,COBYLA,8,237.1328892341386,ft3
Crauste,COBYLA,9,206.98447215059872,ft3
Crauste,COBYLA,10,243.62933809592099,ft3
Crauste,fides,1,190.96408082170984,ft3
Crauste,fides,2,190.71507420482516,ft3
Crauste,fides,3,190.81125654888484,ft3
Crauste,fides,4,190.92576989607795,ft3
Crauste,fides,5,190.8367679715672,ft3
Crauste,fides,6,190.96412136129914,ft3
Crauste,fides,7,190.76627376128658,ft3
Crauste,fides,8,190.84849803509331,ft3
Crauste,fides,9,190.8054763880044,ft3
Crauste,fides,10,190.9640587237183,ft3
Crauste,BFGS,1,190.96943388992213,ft3
Crauste,BFGS,2,190.96603910458612,ft3
Crauste,BFGS,3,190.96759289349677,ft3
Crauste,BFGS,4,190.9695887247445,ft3
Crauste,BFGS,5,190.96628353924726,ft3
Crauste,BFGS,6,190.9738746948115,ft3
Crauste,BFGS,7,190.97146175814834,ft3
Crauste,BFGS,8,190.9767062365079,ft3
Crauste,BFGS,9,190.9718503884478,ft3
Crauste,BFGS,10,190.97075213433303,ft3
Crauste,dogleg,1,242.08414889725012,ft3
Crauste,dogleg,2,231.07073732216386,ft3
Crauste,dogleg,3,232.05198544543887,ft3
Crauste,dogleg,4,224.3209379577831,ft3
Crauste,dogleg,5,205.83215450279866,ft3
Crauste,dogleg,6,227.69835865038607,ft3
Crauste,dogleg,7,227.45712620754503,ft3
Crauste,dogleg,8,220.85771862235188,ft3
Crauste,dogleg,9,252.7594153438294,ft3
Crauste,dogleg,10,223.370698300747,ft3
Crauste,ipopt,1,191.38622808065537,ft3
Crauste,ipopt,2,193.06487274522743,ft3
Crauste,ipopt,3,191.01640319118454,ft3
Crauste,ipopt,4,190.98794548421222,ft3
Crauste,ipopt,5,190.9825964017339,ft3
Crauste,ipopt,6,190.9708577500069,ft3
Crauste,ipopt,7,191.15891749356166,ft3
Crauste,ipopt,8,190.99225633031443,ft3
Crauste,ipopt,9,191.36001636829994,ft3
Crauste,ipopt,10,191.09731764655473,ft3
Crauste,cmaes,1,190.96408286239364,ft3
Crauste,cmaes,2,190.96535880641142,ft3
Crauste,cmaes,3,190.96429020817456,ft3
Crauste,cmaes,4,190.96471432197828,ft3
Crauste,cmaes,5,190.96575321261642,ft3
Crauste,cmaes,6,190.96428489465475,ft3
Crauste,cmaes,7,191.0316028093508,ft3
Crauste,cmaes,8,190.96594956564843,ft3
Crauste,cmaes,9,190.96677218606987,ft3
Crauste,cmaes,10,192.7918816834442,ft3
Crauste,pyswarm,1,204.54764869011493,ft3
Crauste,pyswarm,2,201.7858639208005,ft3
Crauste,pyswarm,3,211.58382949686052,ft3
Crauste,pyswarm,4,201.22324201455726,ft3
Crauste,pyswarm,5,203.85331650583387,ft3
Crauste,pyswarm,6,194.84067221649173,ft3
Crauste,pyswarm,7,200.5367484085288,ft3
Crauste,pyswarm,8,202.9980350177775,ft3
Crauste,pyswarm,9,202.45396983530617,ft3
Crauste,pyswarm,10,202.32338992118892,ft3
Crauste,L-BFGS-B,1,191.10534550040128,ft3
Crauste,L-BFGS-B,2,191.01452292785942,ft3
Crauste,L-BFGS-B,3,191.04119584143214,ft3
Crauste,L-BFGS-B,4,191.0706972222507,ft3
Crauste,L-BFGS-B,5,191.14552870548508,ft3
Crauste,L-BFGS-B,6,191.00462189517086,ft3
Crauste,L-BFGS-B,7,191.10599560640668,ft3
Crauste,L-BFGS-B,8,191.06850148374522,ft3
Crauste,L-BFGS-B,9,191.0585727481498,ft3
Crauste,L-BFGS-B,10,191.09012126057874,ft3
Crauste,Nelder-Mead,1,202.67002701887105,ft3
Crauste,Nelder-Mead,2,194.69230794507206,ft3
Crauste,Nelder-Mead,3,197.3380605314731,ft3
Crauste,Nelder-Mead,4,216.22592804646993,ft3
Crauste,Nelder-Mead,5,199.81183430442724,ft3
Crauste,Nelder-Mead,6,202.60946479433758,ft3
Crauste,Nelder-Mead,7,200.3553203310919,ft3
Crauste,Nelder-Mead,8,202.0669408435256,ft3
Crauste,Nelder-Mead,9,195.49619565933273,ft3
Crauste,Nelder-Mead,10,194.04541189023902,ft3
Crauste,cg,1,191.22301527654486,ft3
Crauste,cg,2,192.88052761086507,ft3
Crauste,cg,3,191.02239973996564,ft3
Crauste,cg,4,191.0131172536142,ft3
Crauste,cg,5,191.4820492447261,ft3
Crauste,cg,6,191.00120874369608,ft3
Crauste,cg,7,192.9428418922188,ft3
Crauste,cg,8,191.01408424768968,ft3
Crauste,cg,9,191.01793227673895,ft3
Crauste,cg,10,191.02707642860187,ft3
Crauste,newton-cg,1,194.49479231445602,ft3
Crauste,newton-cg,2,191.3200297353089,ft3
Crauste,newton-cg,3,191.7219863143888,ft3
Crauste,newton-cg,4,192.22830101367714,ft3
Crauste,newton-cg,5,193.41759037520188,ft3
Crauste,newton-cg,6,193.3753665280641,ft3
Crauste,newton-cg,7,196.63843158899311,ft3
Crauste,newton-cg,8,192.92295114449024,ft3
Crauste,newton-cg,9,191.59440985746852,ft3
Crauste,newton-cg,10,193.28434539370704,ft3
Crauste,nlopt_11,1,190.96817344647897,ft3
Crauste,nlopt_11,2,190.96746755822798,ft3
Crauste,nlopt_11,3,190.96739821614545,ft3
Crauste,nlopt_11,4,190.9657746064711,ft3
Crauste,nlopt_11,5,190.96740499448592,ft3
Crauste,nlopt_11,6,190.96556984063534,ft3
Crauste,nlopt_11,7,190.96769414309983,ft3
Crauste,nlopt_11,8,190.9663261413824,ft3
Crauste,nlopt_11,9,190.96774669466936,ft3
Crauste,nlopt_11,10,190.96825138776092,ft3
Crauste,nlopt_12,1,190.7680871417565,ft3
Crauste,nlopt_12,2,190.99155824878562,ft3
Crauste,nlopt_12,3,190.98246294547647,ft3
Crauste,nlopt_12,4,191.03711091127363,ft3
Crauste,nlopt_12,5,191.0099016451371,ft3
Crauste,nlopt_12,6,191.00069225345513,ft3
Crauste,nlopt_12,7,190.99894877290367,ft3
Crauste,nlopt_12,8,190.99049103164094,ft3
Crauste,nlopt_12,9,190.98281366870978,ft3
Crauste,nlopt_12,10,190.976435850945,ft3
Crauste,nlopt_13,1,190.966340043064,ft3
Crauste,nlopt_13,2,190.96747965693152,ft3
Crauste,nlopt_13,3,190.9664054082952,ft3
Crauste,nlopt_13,4,190.96636891718552,ft3
Crauste,nlopt_13,5,190.96564749122092,ft3
Crauste,nlopt_13,6,190.96668223788836,ft3
Crauste,nlopt_13,7,190.9671290145547,ft3
Crauste,nlopt_13,8,190.96672773878518,ft3
Crauste,nlopt_13,9,190.96842005739688,ft3
Crauste,nlopt_13,10,190.96622156591317,ft3
Crauste,nlopt_14,1,190.96683130388922,ft3
Crauste,nlopt_14,2,190.96740301237867,ft3
Crauste,nlopt_14,3,190.96592658794563,ft3
Crauste,nlopt_14,4,190.9668761366052,ft3
Crauste,nlopt_14,5,190.96586829480756,ft3
Crauste,nlopt_14,6,190.96607394876025,ft3
Crauste,nlopt_14,7,190.96727901080942,ft3
Crauste,nlopt_14,8,190.96628521454173,ft3
Crauste,nlopt_14,9,190.96848041462528,ft3
Crauste,nlopt_14,10,190.9669067659833,ft3
Crauste,nlopt_15,1,190.97818177832303,ft3
Crauste,nlopt_15,2,190.98906545385495,ft3
Crauste,nlopt_15,3,190.98510572558203,ft3
Crauste,nlopt_15,4,190.9850094652825,ft3
Crauste,nlopt_15,5,190.97975700552487,ft3
Crauste,nlopt_15,6,190.97910616238246,ft3
Crauste,nlopt_15,7,190.98224704273133,ft3
Crauste,nlopt_15,8,190.98837993027965,ft3
Crauste,nlopt_15,9,190.98378135261595,ft3
Crauste,nlopt_15,10,190.9836327874023,ft3
Crauste,nlopt_16,1,190.97545045226124,ft3
Crauste,nlopt_16,2,190.97354776791664,ft3
Crauste,nlopt_16,3,190.9728325097306,ft3
Crauste,nlopt_16,4,190.97485788998958,ft3
Crauste,nlopt_16,5,190.97523998484266,ft3
Crauste,nlopt_16,6,190.966360184015,ft3
Crauste,nlopt_16,7,190.96625178706043,ft3
Crauste,nlopt_16,8,190.97530767209696,ft3
Crauste,nlopt_16,9,190.97563440464407,ft3
Crauste,nlopt_16,10,190.97370073360867,ft3
Crauste,nlopt_18,1,190.99669618460803,ft3
Crauste,nlopt_18,2,190.97340338193544,ft3
Crauste,nlopt_18,3,190.97220765285795,ft3
Crauste,nlopt_18,4,190.98139713919,ft3
Crauste,nlopt_18,5,190.9763813303793,ft3
Crauste,nlopt_18,6,190.99736820675008,ft3
Crauste,nlopt_18,7,190.99506415449088,ft3
Crauste,nlopt_18,8,190.98341556062059,ft3
Crauste,nlopt_18,9,190.99243569879746,ft3
Crauste,nlopt_18,10,190.97462683826862,ft3
Crauste,nlopt_21,1,190.97488657280746,ft3
Crauste,nlopt_21,2,190.98116820763934,ft3
Crauste,nlopt_21,3,190.98687061007377,ft3
Crauste,nlopt_21,4,190.9854467756366,ft3
Crauste,nlopt_21,5,190.98492896664874,ft3
Crauste,nlopt_21,6,190.98009455045536,ft3
Crauste,nlopt_21,7,190.9850689649743,ft3
Crauste,nlopt_21,8,190.986328342656,ft3
Crauste,nlopt_21,9,190.97463048130845,ft3
Crauste,nlopt_21,10,190.98572177057673,ft3
Crauste,nlopt_23,1,191.01320697673006,ft3
Crauste,nlopt_23,2,192.92592316471834,ft3
Crauste,nlopt_23,3,190.985763829221,ft3
Crauste,nlopt_23,4,192.94651745116275,ft3
Crauste,nlopt_23,5,190.99395075315556,ft3
Crauste,nlopt_23,6,191.0077717309615,ft3
Crauste,nlopt_23,7,191.01755603092332,ft3
Crauste,nlopt_23,8,191.02500522276213,ft3
Crauste,nlopt_23,9,190.9987668925368,ft3
Crauste,nlopt_23,10,190.9995525871673,ft3
Crauste,nlopt_26,1,190.98993664804186,ft3
Crauste,nlopt_26,2,190.99389665124207,ft3
Crauste,nlopt_26,3,190.99298599673784,ft3
Crauste,nlopt_26,4,191.00148158242033,ft3
Crauste,nlopt_26,5,190.9963675684696,ft3
Crauste,nlopt_26,6,190.9912240698821,ft3
Crauste,nlopt_26,7,190.99437577135393,ft3
Crauste,nlopt_26,8,190.9957596609256,ft3
Crauste,nlopt_26,9,190.99472969798123,ft3
Crauste,nlopt_26,10,190.99325922430046,ft3
Crauste,nlopt_28,1,191.0244122931888,ft3
Crauste,nlopt_28,2,191.0555406628355,ft3
Crauste,nlopt_28,3,191.2265813547274,ft3
Crauste,nlopt_28,4,191.1339700746136,ft3
Crauste,nlopt_28,5,191.0496181428764,ft3
Crauste,nlopt_28,6,193.479276192871,ft3
Crauste,nlopt_28,7,191.2217207382762,ft3
Crauste,nlopt_28,8,190.98048459968123,ft3
Crauste,nlopt_28,9,192.25603846057484,ft3
Crauste,nlopt_28,10,191.03146591958915,ft3
Crauste,nlopt_29,1,191.0008038090147,ft3
Crauste,nlopt_29,2,191.00511964533018,ft3
Crauste,nlopt_29,3,191.00272336073428,ft3
Crauste,nlopt_29,4,190.99811065631678,ft3
Crauste,nlopt_29,5,191.00264939379994,ft3
Crauste,nlopt_29,6,190.61769277628653,ft3
Crauste,nlopt_29,7,191.00089459877879,ft3
Crauste,nlopt_29,8,191.00089459877879,ft3
Crauste,nlopt_29,9,191.00499389737382,ft3
Crauste,nlopt_29,10,191.00573886017656,ft3
Crauste,nlopt_34,1,190.99615981701032,ft3
Crauste,nlopt_34,2,191.00246939089368,ft3
Crauste,nlopt_34,3,190.99892468676438,ft3
Crauste,nlopt_34,4,191.00213013882066,ft3
Crauste,nlopt_34,5,190.99922621700736,ft3
Crauste,nlopt_34,6,191.00309718725325,ft3
Crauste,nlopt_34,7,191.00035245565005,ft3
Crauste,nlopt_34,8,190.99883995786126,ft3
Crauste,nlopt_34,9,191.00082813035291,ft3
Crauste,nlopt_34,10,191.00138042346376,ft3
Crauste,nlopt_36,1,190.9672641546274,ft3
Crauste,nlopt_36,2,190.96775851319612,ft3
Crauste,nlopt_36,3,190.96764393223188,ft3
Crauste,nlopt_36,4,190.966378389928,ft3
Crauste,nlopt_36,5,190.96788406343506,ft3
Crauste,nlopt_36,6,190.96698363829262,ft3
Crauste,nlopt_36,7,190.96674223716488,ft3
Crauste,nlopt_36,8,190.9670594180784,ft3
Crauste,nlopt_36,9,190.96724549463582,ft3
Crauste,nlopt_36,10,190.96694191852743,ft3
Crauste,nlopt_37,1,190.96827346260142,ft3
Crauste,nlopt_37,2,190.9670950230075,ft3
Crauste,nlopt_37,3,190.96572287577166,ft3
Crauste,nlopt_37,4,190.96766509608977,ft3
Crauste,nlopt_37,5,190.96744580396648,ft3
Crauste,nlopt_37,6,190.9678050265181,ft3
Crauste,nlopt_37,7,190.9671400907203,ft3
Crauste,nlopt_37,8,190.96796691610737,ft3
Crauste,nlopt_37,9,190.96836574113956,ft3
Crauste,nlopt_37,10,190.9677477535355,ft3
Crauste,nlopt_39,1,191.00288415523056,ft3
Crauste,nlopt_39,2,191.01209028099623,ft3
Crauste,nlopt_39,3,191.00310717948236,ft3
Crauste,nlopt_39,4,204.49890432286287,ft3
Crauste,nlopt_39,5,191.0332724740713,ft3
Crauste,nlopt_39,6,191.0017216975006,ft3
Crauste,nlopt_39,7,190.98877291709127,ft3
Crauste,nlopt_39,8,191.00576736697673,ft3
Crauste,nlopt_39,9,190.99740040900036,ft3
Crauste,nlopt_39,10,191.03625257833312,ft3
Crauste,tnc,1,202.67969127603297,ft3
Crauste,tnc,2,212.2490213494211,ft3
Crauste,tnc,3,209.0438143070317,ft3
Crauste,tnc,4,212.82495997781743,ft3
Crauste,tnc,5,211.2536425103977,ft3
Crauste,tnc,6,208.46232301977432,ft3
Crauste,tnc,7,206.839544994888,ft3
Crauste,tnc,8,204.10171121137486,ft3
Crauste,tnc,9,211.13897216932244,ft3
